destination_id,destination_name,main_category,sub_category,district_location,estimated_ticket_price,price_level,destination_rating,visit_duration_hours,accessibility_level,suitable_for,activity_tags,public_facilities,destination_description,destination_profile_text,deskripsi_destinasi_model,item_profile_model,jumlah_interaksi_train,jumlah_relevan_train,popularitas_norm
D0030,Galeri Seni Osing,Budaya,galeri,Glenmore,50000,Sedang,4.4,3.0,Mudah,Komunitas,"budaya, osing, tradisi, seni, festival","area parkir, toilet, pemandu wisata, pusat informasi","Galeri Seni Osing adalah destinasi Budaya di Kecamatan Glenmore dengan subkategori galeri. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp50.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.4/5.",Galeri Seni Osing Budaya galeri budaya osing tradisi seni festival area parkir toilet pemandu wisata pusat informasi harga_sedang akses_mudah durasi_3_jam cocok_komunitas,"Galeri Seni Osing adalah destinasi Budaya di Kecamatan Glenmore dengan subkategori galeri. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket Rp50.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.4/5.","galeri seni osing budaya galeri budaya, osing, tradisi, seni, festival area parkir, toilet, pemandu wisata, pusat informasi galeri seni osing adalah destinasi budaya di kecamatan glenmore dengan subkategori galeri. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas budaya, osing, tradisi, seni, estimasi tiket rp50.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.4/5. harga_sedang akses_mudah durasi_3_jam cocok_komunitas",202,111,0.5547060054254337
D0031,Masjid Agung Baiturrahman Banyuwangi,Religi,masjid,Rogojampi,15000,Rendah,4.9,3.0,Sedang,Teman,"religi, sejarah, tenang, ziarah, arsitektur","area parkir, toilet, tempat ibadah, pusat informasi","Masjid Agung Baiturrahman Banyuwangi adalah destinasi Religi di Kecamatan Rogojampi dengan subkategori masjid. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.9/5.",Masjid Agung Baiturrahman Banyuwangi Religi masjid religi sejarah tenang ziarah arsitektur area parkir toilet tempat ibadah pusat informasi harga_rendah akses_sedang durasi_3_jam cocok_teman,"Masjid Agung Baiturrahman Banyuwangi adalah destinasi Religi di Kecamatan Rogojampi dengan subkategori masjid. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.9/5.","masjid agung baiturrahman banyuwangi religi masjid religi, sejarah, tenang, ziarah, arsitektur area parkir, toilet, tempat ibadah, pusat informasi masjid agung baiturrahman banyuwangi adalah destinasi religi di kecamatan rogojampi dengan subkategori masjid. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket rp15.000, durasi kunjungan sekitar 3 jam, aksesibilitas sedang, dan rating 4.9/5. harga_rendah akses_sedang durasi_3_jam cocok_teman",223,176,0.6387442979738979
D0032,Pura Agung Blambangan,Religi,pura,Glagah,15000,Rendah,4.9,4.0,Mudah,Komunitas,"religi, sejarah, tenang, ziarah, arsitektur","area parkir, toilet, tempat ibadah, pusat informasi","Pura Agung Blambangan adalah destinasi Religi di Kecamatan Glagah dengan subkategori pura. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp15.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.9/5.",Pura Agung Blambangan Religi pura religi sejarah tenang ziarah arsitektur area parkir toilet tempat ibadah pusat informasi harga_rendah akses_mudah durasi_4_jam cocok_komunitas,"Pura Agung Blambangan adalah destinasi Religi di Kecamatan Glagah dengan subkategori pura. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp15.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.9/5.","pura agung blambangan religi pura religi, sejarah, tenang, ziarah, arsitektur area parkir, toilet, tempat ibadah, pusat informasi pura agung blambangan adalah destinasi religi di kecamatan glagah dengan subkategori pura. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket rp15.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.9/5. harga_rendah akses_mudah durasi_4_jam cocok_komunitas",256,196,0.7560683205138422
D0033,Klenteng Hoo Tong Bio,Religi,klenteng,Tegaldlimo,0,Rendah,4.2,1.0,Mudah,Komunitas,"religi, sejarah, tenang, ziarah, arsitektur","area parkir, toilet, tempat ibadah, pusat informasi","Klenteng Hoo Tong Bio adalah destinasi Religi di Kecamatan Tegaldlimo dengan subkategori klenteng. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket gratis, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.2/5.",Klenteng Hoo Tong Bio Religi klenteng religi sejarah tenang ziarah arsitektur area parkir toilet tempat ibadah pusat informasi harga_rendah akses_mudah durasi_1_jam cocok_komunitas,"Klenteng Hoo Tong Bio adalah destinasi Religi di Kecamatan Tegaldlimo dengan subkategori klenteng. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket gratis, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.2/5.","klenteng hoo tong bio religi klenteng religi, sejarah, tenang, ziarah, arsitektur area parkir, toilet, tempat ibadah, pusat informasi klenteng hoo tong bio adalah destinasi religi di kecamatan tegaldlimo dengan subkategori klenteng. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket gratis, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.2/5. harga_rendah akses_mudah durasi_1_jam cocok_komunitas",187,96,0.4891725629233777
D0034,Makam Datuk Ibrahim,Religi,makam,Pesanggaran,5000,Rendah,4.5,1.0,Mudah,Keluarga,"religi, sejarah, tenang, ziarah, arsitektur","area parkir, toilet, tempat ibadah, pusat informasi","Makam Datuk Ibrahim adalah destinasi Religi di Kecamatan Pesanggaran dengan subkategori makam. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp5.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.5/5.",Makam Datuk Ibrahim Religi makam religi sejarah tenang ziarah arsitektur area parkir toilet tempat ibadah pusat informasi harga_rendah akses_mudah durasi_1_jam cocok_keluarga,"Makam Datuk Ibrahim adalah destinasi Religi di Kecamatan Pesanggaran dengan subkategori makam. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp5.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.5/5.","makam datuk ibrahim religi makam religi, sejarah, tenang, ziarah, arsitektur area parkir, toilet, tempat ibadah, pusat informasi makam datuk ibrahim adalah destinasi religi di kecamatan pesanggaran dengan subkategori makam. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket rp5.000, durasi kunjungan sekitar 1 jam, aksesibilitas mudah, dan rating 4.5/5. harga_rendah akses_mudah durasi_1_jam cocok_keluarga",180,110,0.45677897392668265
D0035,Pura Luhur Giri Salaka,Religi,vihara,Pesanggaran,0,Rendah,4.8,5.0,Mudah,Komunitas,"religi, sejarah, tenang, ziarah, arsitektur","area parkir, toilet, tempat ibadah, pusat informasi","Pura Luhur Giri Salaka adalah destinasi Religi di Kecamatan Pesanggaran dengan subkategori vihara. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket gratis, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.8/5.",Pura Luhur Giri Salaka Religi vihara religi sejarah tenang ziarah arsitektur area parkir toilet tempat ibadah pusat informasi harga_rendah akses_mudah durasi_5_jam cocok_komunitas,"Pura Luhur Giri Salaka adalah destinasi Religi di Kecamatan Pesanggaran dengan subkategori vihara. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket gratis, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.8/5.","pura luhur giri salaka religi vihara religi, sejarah, tenang, ziarah, arsitektur area parkir, toilet, tempat ibadah, pusat informasi pura luhur giri salaka adalah destinasi religi di kecamatan pesanggaran dengan subkategori vihara. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket gratis, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.8/5. harga_rendah akses_mudah durasi_5_jam cocok_komunitas",282,205,0.8383400856944229
D0036,Vihara Dhamma Harja,Religi,masjid,Glenmore,10000,Rendah,4.6,1.5,Sedang,Komunitas,"religi, sejarah, tenang, ziarah, arsitektur","area parkir, toilet, tempat ibadah, pusat informasi","Vihara Dhamma Harja adalah destinasi Religi di Kecamatan Glenmore dengan subkategori masjid. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp10.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sedang, dan rating 4.6/5.",Vihara Dhamma Harja Religi masjid religi sejarah tenang ziarah arsitektur area parkir toilet tempat ibadah pusat informasi harga_rendah akses_sedang durasi_1.5_jam cocok_komunitas,"Vihara Dhamma Harja adalah destinasi Religi di Kecamatan Glenmore dengan subkategori masjid. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp10.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sedang, dan rating 4.6/5.","vihara dhamma harja religi masjid religi, sejarah, tenang, ziarah, arsitektur area parkir, toilet, tempat ibadah, pusat informasi vihara dhamma harja adalah destinasi religi di kecamatan glenmore dengan subkategori masjid. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket rp10.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sedang, dan rating 4.6/5. harga_rendah akses_sedang durasi_1_jam cocok_komunitas",186,111,0.48461948533484367
D0037,Makam Buyut Cili,Religi,pura,Banyuwangi,15000,Rendah,4.2,2.5,Sedang,Teman,"religi, sejarah, tenang, ziarah, arsitektur","area parkir, toilet, tempat ibadah, pusat informasi","Makam Buyut Cili adalah destinasi Religi di Kecamatan Banyuwangi dengan subkategori pura. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp15.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sedang, dan rating 4.2/5.",Makam Buyut Cili Religi pura religi sejarah tenang ziarah arsitektur area parkir toilet tempat ibadah pusat informasi harga_rendah akses_sedang durasi_2.5_jam cocok_teman,"Makam Buyut Cili adalah destinasi Religi di Kecamatan Banyuwangi dengan subkategori pura. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp15.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sedang, dan rating 4.2/5.","makam buyut cili religi pura religi, sejarah, tenang, ziarah, arsitektur area parkir, toilet, tempat ibadah, pusat informasi makam buyut cili adalah destinasi religi di kecamatan banyuwangi dengan subkategori pura. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket rp15.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sedang, dan rating 4.2/5. harga_rendah akses_sedang durasi_2_jam cocok_teman",213,139,0.5997557864216194
D0038,Masjid Cheng Hoo Banyuwangi,Religi,klenteng,Licin,0,Rendah,4.6,2.0,Mudah,Solo,"religi, sejarah, tenang, ziarah, arsitektur","area parkir, toilet, tempat ibadah, pusat informasi","Masjid Cheng Hoo Banyuwangi adalah destinasi Religi di Kecamatan Licin dengan subkategori klenteng. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket gratis, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.6/5.",Masjid Cheng Hoo Banyuwangi Religi klenteng religi sejarah tenang ziarah arsitektur area parkir toilet tempat ibadah pusat informasi harga_rendah akses_mudah durasi_2_jam cocok_solo,"Masjid Cheng Hoo Banyuwangi adalah destinasi Religi di Kecamatan Licin dengan subkategori klenteng. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket gratis, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.6/5.","masjid cheng hoo banyuwangi religi klenteng religi, sejarah, tenang, ziarah, arsitektur area parkir, toilet, tempat ibadah, pusat informasi masjid cheng hoo banyuwangi adalah destinasi religi di kecamatan licin dengan subkategori klenteng. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket gratis, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.6/5. harga_rendah akses_mudah durasi_2_jam cocok_solo",177,157,0.442510674813993
D0039,Situs Kawitan,Religi,makam,Genteng,25000,Rendah,4.6,4.0,Mudah,Solo,"religi, sejarah, tenang, ziarah, arsitektur","area parkir, toilet, tempat ibadah, pusat informasi","Situs Kawitan adalah destinasi Religi di Kecamatan Genteng dengan subkategori makam. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp25.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.6/5.",Situs Kawitan Religi makam religi sejarah tenang ziarah arsitektur area parkir toilet tempat ibadah pusat informasi harga_rendah akses_mudah durasi_4_jam cocok_solo,"Situs Kawitan adalah destinasi Religi di Kecamatan Genteng dengan subkategori makam. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp25.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.6/5.","situs kawitan religi makam religi, sejarah, tenang, ziarah, arsitektur area parkir, toilet, tempat ibadah, pusat informasi situs kawitan adalah destinasi religi di kecamatan genteng dengan subkategori makam. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket rp25.000, durasi kunjungan sekitar 4 jam, aksesibilitas mudah, dan rating 4.6/5. harga_rendah akses_mudah durasi_4_jam cocok_solo",242,193,0.7082486196599117
D0040,Gereja Maria Ratu Damai,Religi,vihara,Glagah,30000,Sedang,4.8,1.5,Mudah,Komunitas,"religi, sejarah, tenang, ziarah, arsitektur","area parkir, toilet, tempat ibadah, pusat informasi","Gereja Maria Ratu Damai adalah destinasi Religi di Kecamatan Glagah dengan subkategori vihara. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp30.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas mudah, dan rating 4.8/5.",Gereja Maria Ratu Damai Religi vihara religi sejarah tenang ziarah arsitektur area parkir toilet tempat ibadah pusat informasi harga_sedang akses_mudah durasi_1.5_jam cocok_komunitas,"Gereja Maria Ratu Damai adalah destinasi Religi di Kecamatan Glagah dengan subkategori vihara. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket Rp30.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas mudah, dan rating 4.8/5.","gereja maria ratu damai religi vihara religi, sejarah, tenang, ziarah, arsitektur area parkir, toilet, tempat ibadah, pusat informasi gereja maria ratu damai adalah destinasi religi di kecamatan glagah dengan subkategori vihara. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas religi, sejarah, tenang, ziarah, estimasi tiket rp30.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas mudah, dan rating 4.8/5. harga_sedang akses_mudah durasi_1_jam cocok_komunitas",195,83,0.5247485448513679
D0041,Sentra Kuliner Sego Tempong,Kuliner,makanan lokal,Glagah,5000,Rendah,4.4,2.0,Mudah,Keluarga,"kuliner, makanan lokal, murah, osing, keluarga","area parkir, toilet, tempat makan, pembayaran non-tunai","Sentra Kuliner Sego Tempong adalah destinasi Kuliner di Kecamatan Glagah dengan subkategori makanan lokal. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket Rp5.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.4/5.",Sentra Kuliner Sego Tempong Kuliner makanan lokal kuliner makanan lokal murah osing keluarga area parkir toilet tempat makan pembayaran non-tunai harga_rendah akses_mudah durasi_2_jam cocok_keluarga,"Sentra Kuliner Sego Tempong adalah destinasi Kuliner di Kecamatan Glagah dengan subkategori makanan lokal. Destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket Rp5.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.4/5.","sentra kuliner sego tempong kuliner makanan lokal kuliner, makanan lokal, murah, osing, keluarga area parkir, toilet, tempat makan, pembayaran non-tunai sentra kuliner sego tempong adalah destinasi kuliner di kecamatan glagah dengan subkategori makanan lokal. destinasi ini cocok untuk perjalanan keluarga, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket rp5.000, durasi kunjungan sekitar 2 jam, aksesibilitas mudah, dan rating 4.4/5. harga_rendah akses_mudah durasi_2_jam cocok_keluarga",253,201,0.7460443303077046
D0042,Rujak Soto Khas Banyuwangi,Kuliner,pasar kuliner,Licin,30000,Sedang,4.8,3.0,Mudah,Komunitas,"kuliner, makanan lokal, murah, osing, keluarga","area parkir, toilet, tempat makan, pembayaran non-tunai","Rujak Soto Khas Banyuwangi adalah destinasi Kuliner di Kecamatan Licin dengan subkategori pasar kuliner. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket Rp30.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.8/5.",Rujak Soto Khas Banyuwangi Kuliner pasar kuliner kuliner makanan lokal murah osing keluarga area parkir toilet tempat makan pembayaran non-tunai harga_sedang akses_mudah durasi_3_jam cocok_komunitas,"Rujak Soto Khas Banyuwangi adalah destinasi Kuliner di Kecamatan Licin dengan subkategori pasar kuliner. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket Rp30.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.8/5.","rujak soto khas banyuwangi kuliner pasar kuliner kuliner, makanan lokal, murah, osing, keluarga area parkir, toilet, tempat makan, pembayaran non-tunai rujak soto khas banyuwangi adalah destinasi kuliner di kecamatan licin dengan subkategori pasar kuliner. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket rp30.000, durasi kunjungan sekitar 3 jam, aksesibilitas mudah, dan rating 4.8/5. harga_sedang akses_mudah durasi_3_jam cocok_komunitas",224,150,0.64254697697521
D0043,Pecel Pitik Kemiren,Kuliner,kopi,Glagah,0,Rendah,4.8,5.0,Mudah,Solo,"kuliner, makanan lokal, murah, osing, keluarga","area parkir, toilet, tempat makan, pembayaran non-tunai","Pecel Pitik Kemiren adalah destinasi Kuliner di Kecamatan Glagah dengan subkategori kopi. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket gratis, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.8/5.",Pecel Pitik Kemiren Kuliner kopi kuliner makanan lokal murah osing keluarga area parkir toilet tempat makan pembayaran non-tunai harga_rendah akses_mudah durasi_5_jam cocok_solo,"Pecel Pitik Kemiren adalah destinasi Kuliner di Kecamatan Glagah dengan subkategori kopi. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket gratis, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.8/5.","pecel pitik kemiren kuliner kopi kuliner, makanan lokal, murah, osing, keluarga area parkir, toilet, tempat makan, pembayaran non-tunai pecel pitik kemiren adalah destinasi kuliner di kecamatan glagah dengan subkategori kopi. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket gratis, durasi kunjungan sekitar 5 jam, aksesibilitas mudah, dan rating 4.8/5. harga_rendah akses_mudah durasi_5_jam cocok_solo",295,161,0.8766819364222528
D0044,Pasar Wit-Witan,Kuliner,ikan bakar,Muncar,15000,Rendah,4.2,2.5,Sulit,Teman,"kuliner, makanan lokal, murah, osing, keluarga","area parkir, toilet, tempat makan, pembayaran non-tunai","Pasar Wit-Witan adalah destinasi Kuliner di Kecamatan Muncar dengan subkategori ikan bakar. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket Rp15.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sulit, dan rating 4.2/5.",Pasar Wit-Witan Kuliner ikan bakar kuliner makanan lokal murah osing keluarga area parkir toilet tempat makan pembayaran non-tunai harga_rendah akses_sulit durasi_2.5_jam cocok_teman,"Pasar Wit-Witan adalah destinasi Kuliner di Kecamatan Muncar dengan subkategori ikan bakar. Destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket Rp15.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sulit, dan rating 4.2/5.","pasar wit-witan kuliner ikan bakar kuliner, makanan lokal, murah, osing, keluarga area parkir, toilet, tempat makan, pembayaran non-tunai pasar wit-witan adalah destinasi kuliner di kecamatan muncar dengan subkategori ikan bakar. destinasi ini cocok untuk perjalanan teman, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket rp15.000, durasi kunjungan sekitar 2.5 jam, aksesibilitas sulit, dan rating 4.2/5. harga_rendah akses_sulit durasi_2_jam cocok_teman",242,134,0.7082486196599117
D0045,Kopi Kemiren,Kuliner,oleh-oleh,Rogojampi,0,Rendah,4.9,2.0,Sulit,Solo,"kuliner, makanan lokal, murah, osing, keluarga","area parkir, toilet, tempat makan, pembayaran non-tunai","Kopi Kemiren adalah destinasi Kuliner di Kecamatan Rogojampi dengan subkategori oleh-oleh. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket gratis, durasi kunjungan sekitar 2 jam, aksesibilitas sulit, dan rating 4.9/5.",Kopi Kemiren Kuliner oleh-oleh kuliner makanan lokal murah osing keluarga area parkir toilet tempat makan pembayaran non-tunai harga_rendah akses_sulit durasi_2_jam cocok_solo,"Kopi Kemiren adalah destinasi Kuliner di Kecamatan Rogojampi dengan subkategori oleh-oleh. Destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket gratis, durasi kunjungan sekitar 2 jam, aksesibilitas sulit, dan rating 4.9/5.","kopi kemiren kuliner oleh-oleh kuliner, makanan lokal, murah, osing, keluarga area parkir, toilet, tempat makan, pembayaran non-tunai kopi kemiren adalah destinasi kuliner di kecamatan rogojampi dengan subkategori oleh-oleh. destinasi ini cocok untuk perjalanan solo, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket gratis, durasi kunjungan sekitar 2 jam, aksesibilitas sulit, dan rating 4.9/5. harga_rendah akses_sulit durasi_2_jam cocok_solo",197,176,0.5334156246164584
D0046,Kuliner Pelabuhan Ketapang,Kuliner,makanan lokal,Glagah,15000,Rendah,4.6,4.0,Sulit,Komunitas,"kuliner, makanan lokal, murah, osing, keluarga","area parkir, toilet, tempat makan, pembayaran non-tunai","Kuliner Pelabuhan Ketapang adalah destinasi Kuliner di Kecamatan Glagah dengan subkategori makanan lokal. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket Rp15.000, durasi kunjungan sekitar 4 jam, aksesibilitas sulit, dan rating 4.6/5.",Kuliner Pelabuhan Ketapang Kuliner makanan lokal kuliner makanan lokal murah osing keluarga area parkir toilet tempat makan pembayaran non-tunai harga_rendah akses_sulit durasi_4_jam cocok_komunitas,"Kuliner Pelabuhan Ketapang adalah destinasi Kuliner di Kecamatan Glagah dengan subkategori makanan lokal. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket Rp15.000, durasi kunjungan sekitar 4 jam, aksesibilitas sulit, dan rating 4.6/5.","kuliner pelabuhan ketapang kuliner makanan lokal kuliner, makanan lokal, murah, osing, keluarga area parkir, toilet, tempat makan, pembayaran non-tunai kuliner pelabuhan ketapang adalah destinasi kuliner di kecamatan glagah dengan subkategori makanan lokal. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket rp15.000, durasi kunjungan sekitar 4 jam, aksesibilitas sulit, dan rating 4.6/5. harga_rendah akses_sulit durasi_4_jam cocok_komunitas",276,204,0.8200458136887243
D0047,Warung Ikan Bakar Muncar,Kuliner,pasar kuliner,Tegaldlimo,5000,Rendah,4.2,1.5,Sulit,Komunitas,"kuliner, makanan lokal, murah, osing, keluarga","area parkir, toilet, tempat makan, pembayaran non-tunai","Warung Ikan Bakar Muncar adalah destinasi Kuliner di Kecamatan Tegaldlimo dengan subkategori pasar kuliner. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket Rp5.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sulit, dan rating 4.2/5.",Warung Ikan Bakar Muncar Kuliner pasar kuliner kuliner makanan lokal murah osing keluarga area parkir toilet tempat makan pembayaran non-tunai harga_rendah akses_sulit durasi_1.5_jam cocok_komunitas,"Warung Ikan Bakar Muncar adalah destinasi Kuliner di Kecamatan Tegaldlimo dengan subkategori pasar kuliner. Destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket Rp5.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sulit, dan rating 4.2/5.","warung ikan bakar muncar kuliner pasar kuliner kuliner, makanan lokal, murah, osing, keluarga area parkir, toilet, tempat makan, pembayaran non-tunai warung ikan bakar muncar adalah destinasi kuliner di kecamatan tegaldlimo dengan subkategori pasar kuliner. destinasi ini cocok untuk perjalanan komunitas, menawarkan aktivitas kuliner, makanan lokal, murah, osing, estimasi tiket rp5.000, durasi kunjungan sekitar 1.5 jam, aksesibilitas sulit, dan rating 4.2/5. harga_rendah akses_sulit durasi_1_jam cocok_komunitas",241,109,0.704728202200023
